Campaign_ID,Company,Campaign_Type,Channel_Used,Target_Audience,ROI,Predicted_ROI,ROI_Gap,Anomaly
7588,Alpha Innovations,Influencer,Instagram,All Ages,6.27,6.274129510603533,-0.004129510603533504,Underperformer
65136,DataTech Solutions,Social Media,Google Ads,Women 35-44,6.27,6.274129350470167,-0.004129350470167381,Underperformer
24494,DataTech Solutions,Influencer,Facebook,Women 35-44,6.27,6.274128275635845,-0.004128275635845391,Underperformer
57697,Innovate Industries,Display,Email,Women 25-34,6.27,6.274128056845289,-0.004128056845289052,Underperformer
94044,DataTech Solutions,Search,YouTube,Women 35-44,6.27,6.274126255861828,-0.004126255861828021,Underperformer
104719,NexGen Systems,Email,Email,Men 18-24,6.27,6.274126233164041,-0.00412623316404126,Underperformer
187357,TechCorp,Email,YouTube,Men 25-34,6.27,6.274124291137005,-0.004124291137005187,Underperformer
177026,DataTech Solutions,Display,Google Ads,Men 18-24,6.27,6.2741239267469,-0.00412392674690043,Underperformer
150241,Alpha Innovations,Influencer,Google Ads,Men 25-34,6.27,6.27412345761614,-0.0041234576161404135,Underperformer
189371,DataTech Solutions,Search,Google Ads,Women 35-44,6.27,6.2741204663443755,-0.004120466344375906,Underperformer
43502,NexGen Systems,Display,Google Ads,Men 25-34,6.27,6.274119787285746,-0.004119787285746135,Underperformer
97179,DataTech Solutions,Social Media,YouTube,Women 25-34,2.95,2.954119688999833,-0.004119688999832949,Underperformer
102536,Alpha Innovations,Search,Email,Women 35-44,2.95,2.9541189841219864,-0.004118984121986191,Underperformer
113943,DataTech Solutions,Influencer,Facebook,Women 25-34,6.27,6.274116698001239,-0.004116698001239705,Underperformer
198931,DataTech Solutions,Display,Website,Men 25-34,6.27,6.274115796277211,-0.004115796277211814,Underperformer
136833,Innovate Industries,Display,YouTube,All Ages,6.27,6.274115513451656,-0.004115513451656838,Underperformer
98356,Innovate Industries,Email,Email,Men 25-34,6.27,6.27411541648364,-0.004115416483640111,Underperformer
13574,Alpha Innovations,Influencer,YouTube,Men 18-24,6.27,6.274115105778961,-0.004115105778961237,Underperformer
107645,Innovate Industries,Display,Email,Women 25-34,6.27,6.274113463238389,-0.004113463238389237,Underperformer
32106,DataTech Solutions,Social Media,YouTube,Women 25-34,6.27,6.274112476659269,-0.004112476659269504,Underperformer
154805,TechCorp,Influencer,Email,Men 18-24,6.27,6.274112085063067,-0.004112085063067816,Underperformer
120962,NexGen Systems,Search,Email,All Ages,6.27,6.274111002872971,-0.00411100287297117,Underperformer
68967,Innovate Industries,Influencer,Facebook,Women 25-34,6.27,6.274110934392153,-0.004110934392153709,Underperformer
140207,TechCorp,Email,Website,Men 25-34,6.27,6.274110316522276,-0.004110316522276669,Underperformer
173978,DataTech Solutions,Email,Email,Women 25-34,6.27,6.274109973886346,-0.004109973886346374,Underperformer
90782,DataTech Solutions,Email,Google Ads,Women 25-34,6.27,6.274109175236709,-0.004109175236709284,Underperformer
36721,Innovate Industries,Search,Google Ads,Women 25-34,6.27,6.2741089719294765,-0.004108971929476901,Underperformer
131541,Innovate Industries,Email,Google Ads,Women 35-44,6.27,6.2741083152668065,-0.004108315266806883,Underperformer
120011,NexGen Systems,Influencer,Website,Women 35-44,2.95,2.954106485256394,-0.004106485256393899,Underperformer
135228,NexGen Systems,Display,Email,Men 18-24,6.27,6.274106017097954,-0.004106017097954329,Underperformer
76439,Alpha Innovations,Social Media,Facebook,All Ages,6.27,6.274105387157218,-0.00410538715721831,Underperformer
123260,Alpha Innovations,Search,Google Ads,All Ages,6.27,6.274104702714413,-0.004104702714413655,Underperformer
25475,Innovate Industries,Display,Facebook,Men 25-34,6.27,6.274103860995316,-0.004103860995316566,Underperformer
28135,DataTech Solutions,Search,Website,Men 18-24,6.27,6.27410349177798,-0.00410349177798075,Underperformer
43847,NexGen Systems,Email,Google Ads,Men 18-24,6.27,6.274103146157713,-0.004103146157713233,Underperformer
108047,NexGen Systems,Social Media,Website,Men 18-24,6.27,6.274099995179041,-0.004099995179041471,Underperformer
173509,Innovate Industries,Social Media,Facebook,Men 18-24,6.27,6.274099956167456,-0.004099956167456398,Underperformer
6054,Innovate Industries,Display,Email,Women 25-34,6.27,6.274098881878915,-0.004098881878915606,Underperformer
95593,TechCorp,Email,Google Ads,Women 25-34,6.27,6.274097899587424,-0.0040978995874247914,Underperformer
30636,TechCorp,Search,YouTube,Men 18-24,6.27,6.27409735148589,-0.004097351485890854,Underperformer
197473,Innovate Industries,Influencer,Instagram,All Ages,6.27,6.274096889583431,-0.004096889583431462,Underperformer
90257,TechCorp,Social Media,Google Ads,Women 35-44,6.27,6.274096276317548,-0.004096276317548053,Underperformer
64617,Innovate Industries,Social Media,Website,Men 18-24,6.27,6.274094888093319,-0.004094888093319149,Underperformer
118261,TechCorp,Email,Google Ads,Women 25-34,6.27,6.274094334291273,-0.0040943342912731495,Underperformer
22493,TechCorp,Display,Facebook,All Ages,6.27,6.274093641033348,-0.004093641033348305,Underperformer
193853,TechCorp,Social Media,Google Ads,All Ages,6.27,6.274092937724346,-0.004092937724346157,Underperformer
135915,Alpha Innovations,Influencer,Google Ads,Women 35-44,6.27,6.274092357941046,-0.004092357941046565,Underperformer
61804,NexGen Systems,Search,Google Ads,Women 25-34,6.27,6.274091720991412,-0.0040917209914121955,Underperformer
103429,Alpha Innovations,Email,YouTube,Women 25-34,6.27,6.274090542760195,-0.0040905427601956035,Underperformer
90478,DataTech Solutions,Search,YouTube,Women 35-44,6.27,6.2740902966000265,-0.00409029660002691,Underperformer
30890,DataTech Solutions,Email,YouTube,Women 35-44,6.27,6.274088996872491,-0.004088996872491535,Underperformer
5297,DataTech Solutions,Social Media,Facebook,Women 25-34,6.27,6.2740884462622235,-0.004088446262223933,Underperformer
95019,DataTech Solutions,Search,Google Ads,Men 18-24,6.27,6.274088272975776,-0.004088272975776519,Underperformer
89406,Alpha Innovations,Social Media,Website,All Ages,6.27,6.274085402073725,-0.004085402073725319,Underperformer
26197,DataTech Solutions,Email,Email,Men 25-34,6.27,6.274084935356528,-0.0040849353565279856,Underperformer
95903,Alpha Innovations,Email,Google Ads,Men 18-24,6.27,6.274084173180905,-0.004084173180905815,Underperformer
197528,Alpha Innovations,Social Media,Instagram,Men 25-34,6.27,6.274082717580937,-0.004082717580937256,Underperformer
87448,DataTech Solutions,Email,Instagram,Women 35-44,6.27,6.27408251326753,-0.0040825132675301745,Underperformer
157867,NexGen Systems,Influencer,Facebook,Men 18-24,6.27,6.274082293609249,-0.004082293609249277,Underperformer
157152,TechCorp,Email,Google Ads,Women 25-34,6.27,6.274081936786489,-0.004081936786489493,Underperformer
80086,Innovate Industries,Social Media,Instagram,Men 18-24,6.27,6.274080781102625,-0.0040807811026253304,Underperformer
32422,TechCorp,Email,Email,Women 25-34,6.27,6.27407995865655,-0.004079958656550531,Underperformer
21135,NexGen Systems,Social Media,Website,Women 25-34,6.27,6.274079874796829,-0.004079874796829586,Underperformer
78422,Innovate Industries,Search,Website,Women 25-34,6.27,6.2740792576750195,-0.004079257675019932,Underperformer
111065,NexGen Systems,Email,Instagram,All Ages,6.27,6.274079191990659,-0.0040791919906597585,Underperformer
30233,NexGen Systems,Email,YouTube,Women 35-44,6.27,6.27407911364896,-0.0040791136489604085,Underperformer
141658,Alpha Innovations,Display,Website,Women 35-44,6.27,6.274079038791363,-0.004079038791363843,Underperformer
163775,TechCorp,Display,YouTube,Men 18-24,6.27,6.274078188462281,-0.00407818846228114,Underperformer
84775,DataTech Solutions,Influencer,Google Ads,All Ages,6.27,6.274076725513418,-0.004076725513418644,Underperformer
110993,Alpha Innovations,Display,Email,Men 25-34,6.27,6.274076503616814,-0.004076503616814442,Underperformer
172366,DataTech Solutions,Email,YouTube,All Ages,6.27,6.274076327727108,-0.004076327727108087,Underperformer
45585,DataTech Solutions,Influencer,Instagram,Women 35-44,6.27,6.274075562419918,-0.004075562419918022,Underperformer
123628,DataTech Solutions,Email,Instagram,Women 35-44,2.95,2.9540735035825976,-0.004073503582597393,Underperformer
115695,TechCorp,Display,YouTube,Men 18-24,6.27,6.274073200977347,-0.004073200977347646,Underperformer
31769,Innovate Industries,Social Media,YouTube,Men 25-34,6.27,6.274073057310431,-0.004073057310431061,Underperformer
181151,NexGen Systems,Search,YouTube,All Ages,6.27,6.274072749599693,-0.004072749599693282,Underperformer
79524,TechCorp,Email,YouTube,Women 25-34,6.27,6.274072674689429,-0.004072674689429512,Underperformer
80089,TechCorp,Email,Google Ads,Women 35-44,6.27,6.274071757365918,-0.004071757365918138,Underperformer
70152,TechCorp,Email,Google Ads,All Ages,6.27,6.274071384633044,-0.004071384633044239,Underperformer
99739,Innovate Industries,Email,Facebook,Men 18-24,6.27,6.2740699109341325,-0.004069910934132892,Underperformer
78932,Innovate Industries,Email,Email,Men 18-24,6.27,6.2740697569913655,-0.004069756991365914,Underperformer
113011,Innovate Industries,Display,Facebook,All Ages,6.27,6.274069571134729,-0.004069571134729166,Underperformer
73133,DataTech Solutions,Display,Email,Women 35-44,6.27,6.274069321832339,-0.004069321832339767,Underperformer
59633,TechCorp,Display,Google Ads,Women 25-34,6.27,6.274068507662677,-0.004068507662677412,Underperformer
3879,Innovate Industries,Influencer,YouTube,All Ages,6.27,6.2740684946378575,-0.004068494637857967,Underperformer
36052,Alpha Innovations,Display,Website,Men 18-24,6.27,6.2740683950758145,-0.004068395075814912,Underperformer
23401,TechCorp,Social Media,Email,Women 25-34,6.27,6.274068384192231,-0.0040683841922311,Underperformer
40318,TechCorp,Display,Google Ads,Men 25-34,6.27,6.274066000679242,-0.004066000679242343,Underperformer
179951,Innovate Industries,Email,Facebook,All Ages,6.27,6.274065816128685,-0.0040658161286852845,Underperformer
148897,Alpha Innovations,Email,Website,Women 35-44,6.27,6.274065635043702,-0.00406563504370272,Underperformer
13704,Alpha Innovations,Email,Email,Men 18-24,6.27,6.274064409460314,-0.004064409460314167,Underperformer
135664,Alpha Innovations,Social Media,Email,Men 18-24,6.27,6.27406410262024,-0.004064102620240817,Underperformer
197304,Innovate Industries,Search,Website,Women 35-44,6.27,6.274063501250118,-0.004063501250118229,Underperformer
117667,DataTech Solutions,Social Media,Website,Men 25-34,6.27,6.274063098198446,-0.004063098198446191,Underperformer
62280,DataTech Solutions,Social Media,Email,Women 35-44,6.27,6.274062687459113,-0.004062687459113867,Underperformer
23458,TechCorp,Search,Facebook,Women 35-44,6.27,6.274062512206939,-0.004062512206939317,Underperformer
2781,TechCorp,Search,YouTube,Women 35-44,6.27,6.27406116710456,-0.0040611671045605036,Underperformer
98015,Alpha Innovations,Email,Instagram,Men 25-34,6.27,6.274058964225249,-0.0040589642252495395,Underperformer
16747,Alpha Innovations,Email,Google Ads,Women 35-44,6.27,6.274058703050336,-0.004058703050336732,Underperformer
93082,DataTech Solutions,Influencer,Website,Women 25-34,6.27,6.274058266688556,-0.004058266688556245,Underperformer
55248,DataTech Solutions,Email,Instagram,All Ages,6.27,6.274057248992005,-0.0040572489920052135,Underperformer
175265,Innovate Industries,Search,Email,All Ages,6.27,6.27405641571933,-0.004056415719330353,Underperformer
156021,Alpha Innovations,Display,Website,Men 25-34,6.27,6.274055116378372,-0.004055116378372858,Underperformer
163534,TechCorp,Email,Email,Men 25-34,6.27,6.27405463882965,-0.004054638829650514,Underperformer
118585,NexGen Systems,Search,Email,Women 25-34,2.95,2.9540545757313663,-0.004054575731366139,Underperformer
23282,Innovate Industries,Display,YouTube,Women 25-34,6.27,6.274054176352115,-0.004054176352115135,Underperformer
177423,Alpha Innovations,Search,Facebook,Men 25-34,6.27,6.274053571040998,-0.004053571040998349,Underperformer
160182,Alpha Innovations,Email,YouTube,Men 25-34,2.95,2.954053552789385,-0.004053552789384796,Underperformer
61900,NexGen Systems,Search,Google Ads,All Ages,6.27,6.2740534599975755,-0.004053459997575892,Underperformer
61651,TechCorp,Search,Instagram,Women 35-44,6.27,6.27405321802231,-0.00405321802231029,Underperformer
92118,Alpha Innovations,Display,Email,Men 25-34,6.27,6.274051858802699,-0.004051858802699648,Underperformer
56121,DataTech Solutions,Search,Instagram,All Ages,6.27,6.27405137425067,-0.004051374250670037,Underperformer
86592,Innovate Industries,Influencer,YouTube,Women 25-34,6.27,6.2740510494588735,-0.004051049458873912,Underperformer
64004,Innovate Industries,Display,YouTube,Men 18-24,6.27,6.2740506914827785,-0.004050691482778923,Underperformer
185109,Innovate Industries,Search,Email,All Ages,6.27,6.2740499468065964,-0.004049946806596871,Underperformer
122563,DataTech Solutions,Influencer,Email,All Ages,6.27,6.274049857729053,-0.004049857729053308,Underperformer
100480,Innovate Industries,Influencer,Facebook,Men 25-34,6.27,6.2740496613201095,-0.004049661320109976,Underperformer
2620,DataTech Solutions,Search,Google Ads,Women 25-34,6.27,6.274046770596545,-0.004046770596545457,Underperformer
188446,DataTech Solutions,Influencer,Website,All Ages,6.27,6.274046720512912,-0.004046720512912216,Underperformer
145882,DataTech Solutions,Email,Instagram,Women 25-34,6.27,6.2740455690827615,-0.0040455690827618795,Underperformer
23463,DataTech Solutions,Email,Instagram,Men 25-34,6.27,6.27404520527531,-0.00404520527531016,Underperformer
38062,DataTech Solutions,Social Media,Google Ads,Women 35-44,6.27,6.274044959622884,-0.004044959622884647,Underperformer
159243,Innovate Industries,Search,Email,Men 25-34,6.27,6.274044604975749,-0.004044604975748989,Underperformer
163501,NexGen Systems,Social Media,Google Ads,All Ages,6.27,6.274044578805324,-0.0040445788053240506,Underperformer
173110,NexGen Systems,Search,Email,Women 35-44,6.27,6.274044433967477,-0.0040444339674774454,Underperformer
146120,TechCorp,Display,Facebook,Men 25-34,6.27,6.274044432734324,-0.00404443273432431,Underperformer
104163,DataTech Solutions,Influencer,YouTube,Women 25-34,6.27,6.274044117839853,-0.004044117839853811,Underperformer
110686,TechCorp,Social Media,Email,Women 35-44,2.95,2.9540440113686586,-0.004044011368658396,Underperformer
100492,Innovate Industries,Email,YouTube,Women 35-44,3.33,3.3340435970662785,-0.004043597066278437,Underperformer
18317,NexGen Systems,Search,Google Ads,Men 18-24,6.27,6.274042618842083,-0.004042618842083456,Underperformer
198010,TechCorp,Influencer,YouTube,Women 25-34,6.27,6.274041696756615,-0.004041696756615032,Underperformer
140975,TechCorp,Display,Google Ads,Women 35-44,6.27,6.274040688604743,-0.004040688604743714,Underperformer
12184,Alpha Innovations,Influencer,YouTube,Women 25-34,6.27,6.274040395606913,-0.004040395606913272,Underperformer
168946,TechCorp,Search,Website,Men 18-24,6.27,6.27403998506951,-0.004039985069510088,Underperformer
132669,NexGen Systems,Email,Email,All Ages,6.27,6.274037986957916,-0.004037986957916573,Underperformer
105839,Innovate Industries,Email,Email,Men 18-24,6.27,6.274037376549729,-0.004037376549729466,Underperformer
181176,DataTech Solutions,Display,Facebook,Men 25-34,6.27,6.2740364830544735,-0.004036483054473905,Underperformer
74663,Alpha Innovations,Search,Email,All Ages,6.27,6.274036367945096,-0.004036367945096764,Underperformer
176506,NexGen Systems,Search,Google Ads,Men 25-34,2.95,2.954035675609816,-0.004035675609815659,Underperformer
127983,Alpha Innovations,Display,Website,Women 35-44,6.27,6.274035556709762,-0.004035556709762744,Underperformer
15851,Innovate Industries,Search,Instagram,Women 35-44,6.27,6.274033658602144,-0.004033658602144108,Underperformer
17913,TechCorp,Search,Google Ads,Women 25-34,6.27,6.274033351287593,-0.004033351287593412,Underperformer
15199,Innovate Industries,Influencer,Email,Men 18-24,6.27,6.2740330603144105,-0.0040330603144109745,Underperformer
126016,DataTech Solutions,Display,Website,All Ages,6.27,6.274032048000316,-0.004032048000316202,Underperformer
179802,NexGen Systems,Display,Email,Women 25-34,6.27,6.274031393183236,-0.004031393183236531,Underperformer
32009,Innovate Industries,Search,Facebook,All Ages,6.27,6.274029869988249,-0.0040298699882495015,Underperformer
82751,Innovate Industries,Social Media,Google Ads,Women 35-44,6.27,6.274029485546288,-0.004029485546288569,Underperformer
103128,Alpha Innovations,Social Media,YouTube,Men 18-24,2.95,2.9540294511862757,-0.004029451186275512,Underperformer
164504,Alpha Innovations,Email,YouTube,Women 25-34,6.27,6.274028800792549,-0.004028800792549525,Underperformer
71012,DataTech Solutions,Search,Facebook,Men 25-34,6.27,6.274028548618578,-0.004028548618578043,Underperformer
148719,DataTech Solutions,Search,Email,All Ages,6.27,6.274028300191102,-0.004028300191102119,Underperformer
87700,Alpha Innovations,Influencer,Email,Men 25-34,6.27,6.274028267866061,-0.004028267866061697,Underperformer
16180,Innovate Industries,Display,YouTube,Men 18-24,6.27,6.274028179327887,-0.004028179327887571,Underperformer
93404,TechCorp,Influencer,Email,Men 18-24,6.27,6.274027656764095,-0.004027656764095333,Underperformer
69002,NexGen Systems,Social Media,Facebook,Men 18-24,6.27,6.274024075927097,-0.004024075927097748,Underperformer
97134,Innovate Industries,Influencer,Google Ads,Women 35-44,6.27,6.274023806830825,-0.004023806830825372,Underperformer
66638,TechCorp,Search,Google Ads,Women 35-44,6.27,6.274023415247435,-0.004023415247435658,Underperformer
133521,Alpha Innovations,Influencer,Email,Men 25-34,6.27,6.274023199976336,-0.004023199976336045,Underperformer
98374,Innovate Industries,Social Media,Email,Men 18-24,6.27,6.2740223811200835,-0.004022381120083907,Underperformer
37743,NexGen Systems,Social Media,YouTube,Women 25-34,6.27,6.274022286742851,-0.004022286742851655,Underperformer
186231,Alpha Innovations,Social Media,Instagram,Men 18-24,6.27,6.274021832913734,-0.004021832913734258,Underperformer
115725,TechCorp,Social Media,Website,Women 35-44,6.27,6.2740213890107235,-0.004021389010723908,Underperformer
88788,Innovate Industries,Display,Google Ads,Women 35-44,6.27,6.274018888967159,-0.004018888967159739,Underperformer
46675,DataTech Solutions,Social Media,Website,All Ages,2.95,2.9540187862117726,-0.004018786211772429,Underperformer
54639,Alpha Innovations,Display,Google Ads,Women 35-44,6.27,6.274017202727675,-0.004017202727675695,Underperformer
67811,Innovate Industries,Display,Email,Women 35-44,2.95,2.954016770631988,-0.00401677063198802,Underperformer
122177,DataTech Solutions,Email,Instagram,Men 18-24,6.27,6.274015906366344,-0.004015906366344524,Underperformer
105750,NexGen Systems,Email,Instagram,All Ages,6.27,6.274014607507157,-0.0040146075071572085,Underperformer
194848,DataTech Solutions,Influencer,Website,Men 25-34,6.27,6.274013508502714,-0.0040135085027142026,Underperformer
164906,DataTech Solutions,Display,YouTube,Men 25-34,6.27,6.274013324113962,-0.004013324113962824,Underperformer
116537,TechCorp,Influencer,Google Ads,All Ages,6.27,6.274013201367894,-0.004013201367894403,Underperformer
175500,TechCorp,Social Media,Facebook,Women 25-34,6.27,6.274011655360186,-0.004011655360186772,Underperformer
121892,Innovate Industries,Email,Facebook,Women 35-44,6.27,6.274010854053596,-0.004010854053596802,Underperformer
138698,Alpha Innovations,Social Media,Website,Men 25-34,6.27,6.274010131289227,-0.004010131289227559,Underperformer
144084,Innovate Industries,Search,Instagram,Men 18-24,2.95,2.954009781048866,-0.004009781048865957,Underperformer
123111,NexGen Systems,Influencer,Website,Men 18-24,2.95,2.9540056755092237,-0.004005675509223483,Underperformer
98096,Alpha Innovations,Email,Instagram,Men 25-34,6.27,6.274005227541556,-0.004005227541556522,Underperformer
163662,TechCorp,Email,YouTube,Men 18-24,6.27,6.274002634629395,-0.0040026346293950965,Underperformer
111552,TechCorp,Social Media,Website,All Ages,6.27,6.2740020992149805,-0.004002099214980959,Underperformer
157009,DataTech Solutions,Display,Google Ads,All Ages,2.95,2.9540020576692125,-0.0040020576692123555,Underperformer
145414,Innovate Industries,Email,Email,Women 35-44,6.27,6.273999390663585,-0.003999390663585345,Underperformer
15348,TechCorp,Display,Website,Men 25-34,6.27,6.273998431769504,-0.003998431769504762,Underperformer
80834,Innovate Industries,Influencer,YouTube,Women 35-44,2.95,2.953998316345484,-0.0039983163454837545,Underperformer
11823,DataTech Solutions,Influencer,YouTube,Men 18-24,6.27,6.273997763165433,-0.003997763165433099,Underperformer
96935,DataTech Solutions,Search,Website,Women 25-34,6.27,6.273997499405416,-0.003997499405416605,Underperformer
111254,NexGen Systems,Influencer,Email,Men 18-24,6.27,6.2739973552522486,-0.00399735525224898,Underperformer
96691,Alpha Innovations,Social Media,YouTube,Women 25-34,6.27,6.2739964071667504,-0.0039964071667508705,Underperformer
92819,DataTech Solutions,Email,Email,Women 35-44,6.27,6.273996197329159,-0.0039961973291591235,Underperformer
109854,NexGen Systems,Social Media,YouTube,Men 25-34,6.27,6.273995906759961,-0.003995906759961088,Underperformer
64849,NexGen Systems,Email,Instagram,Men 18-24,6.27,6.2739952361951135,-0.003995236195113883,Underperformer
63127,NexGen Systems,Display,Website,Men 18-24,6.27,6.273994322377837,-0.003994322377837811,Underperformer
170236,NexGen Systems,Social Media,Email,Women 35-44,6.27,6.273993077209694,-0.003993077209694107,Underperformer
55223,Alpha Innovations,Social Media,Website,All Ages,6.27,6.2739903480737755,-0.003990348073775962,Underperformer
135709,DataTech Solutions,Influencer,Website,All Ages,2.95,2.953986506080261,-0.003986506080260632,Underperformer
130969,Innovate Industries,Display,Website,Women 25-34,6.27,6.273985748788773,-0.003985748788773336,Underperformer
73616,Alpha Innovations,Influencer,Website,Women 25-34,6.27,6.273984895536588,-0.0039848955365879846,Underperformer
148654,Alpha Innovations,Search,Instagram,Women 25-34,6.27,6.273984821102188,-0.0039848211021880076,Underperformer
185926,Alpha Innovations,Display,Instagram,Men 25-34,6.27,6.273984778649127,-0.003984778649127385,Underperformer
43356,TechCorp,Social Media,Website,Women 35-44,6.27,6.273983104075602,-0.003983104075602206,Underperformer
99095,DataTech Solutions,Display,YouTube,Women 35-44,6.27,6.27398233963887,-0.0039823396388705135,Underperformer
42679,NexGen Systems,Email,YouTube,Women 35-44,6.27,6.2739822399917164,-0.003982239991716874,Underperformer
36145,NexGen Systems,Social Media,Facebook,Men 25-34,6.27,6.273980079662842,-0.003980079662842861,Underperformer
167637,DataTech Solutions,Search,YouTube,All Ages,6.27,6.273978735658805,-0.0039787356588050216,Underperformer
67686,TechCorp,Display,Email,Women 25-34,6.27,6.27397571161505,-0.003975711615050059,Underperformer
76911,Alpha Innovations,Email,Email,Men 18-24,2.95,2.95397345884412,-0.003973458844119815,Underperformer
85500,Alpha Innovations,Social Media,YouTube,Men 18-24,6.27,6.27397290784519,-0.003972907845190221,Underperformer
181170,DataTech Solutions,Social Media,YouTube,Men 18-24,6.27,6.273971560043354,-0.003971560043354749,Underperformer
25960,TechCorp,Search,YouTube,Women 35-44,2.95,2.95397071031197,-0.003970710311969938,Underperformer
122435,Innovate Industries,Search,Instagram,Men 18-24,2.95,2.9539702036815587,-0.003970203681558537,Underperformer
74768,NexGen Systems,Email,Instagram,All Ages,6.27,6.273969723836689,-0.003969723836689809,Underperformer
